customer_id,signup_date,country,loyalty_member
252,2023-02-21,USA,True
253,2023-08-13,Germany,False
254,2022-09-06,USA,False
255,2023-05-06,Japan,True
256,2022-01-29,United Kingdom,True
257,2022-08-21,Germany,True
258,2022-11-12,United Kingdom,False
259,2023-07-14,Germany,False
260,2024-08-25,USA,False
261,2024-02-25,USA,False
262,2022-10-07,Brazil,True
263,2024-04-29,Canada,False
264,2023-07-02,Singapore,True
265,2023-09-04,Singapore,False
266,2024-09-29,Brazil,False
267,2024-09-18,Canada,False
268,2024-02-12,Germany,True
269,2023-01-22,Mexico,True
270,2024-02-24,USA,False
271,2022-03-31,Canada,False
272,2024-02-20,Canada,False
273,2022-11-08,United Kingdom,True
274,2024-10-25,Mexico,True
275,2022-07-25,Brazil,False
276,2024-07-24,USA,True
277,2022-11-13,USA,False
278,2023-06-27,Canada,False
279,2022-06-14,Singapore,False
280,2024-02-18,Mexico,False
281,2024-09-26,Brazil,True
282,2022-05-21,USA,False
283,2023-08-12,Mexico,False
284,2024-06-07,Mexico,False
285,2022-07-25,Germany,False
286,2022-03-01,USA,False
287,2023-08-24,Canada,False
288,2023-05-16,United Kingdom,False
289,2023-01-04,USA,True
290,2024-02-23,France,True
291,2022-10-21,USA,False
292,2024-07-30,USA,True
293,2024-08-10,Brazil,False
294,2022-11-20,USA,False
295,2023-09-05,France,False
296,2023-05-28,Germany,True
297,2024-02-27,Singapore,True
298,2024-02-21,United Kingdom,False
299,2023-08-28,USA,False
300,2024-03-21,USA,False
301,2022-04-11,Brazil,False
302,2023-08-10,Australia,True
303,2023-12-23,USA,True
304,2023-05-29,Japan,False
305,2022-10-08,France,False
306,2022-03-22,Canada,False
307,2024-01-18,Australia,True
308,2023-08-28,Canada,False
309,2023-02-16,USA,False
310,2024-01-20,United Kingdom,False
311,2022-12-03,USA,False
312,2024-09-13,Mexico,True
313,2023-11-25,Singapore,False
314,2022-06-04,USA,False
315,2024-03-24,Mexico,False
316,2024-01-20,USA,False
317,2023-06-26,United Kingdom,False
318,2023-06-21,France,False
319,2024-01-31,USA,True
320,2022-02-21,France,False
321,2023-11-03,Brazil,True
322,2022-05-10,France,False
323,2023-09-11,France,True
324,2022-04-03,Mexico,True
325,2024-10-05,USA,True
326,2022-10-05,Canada,False
327,2024-05-08,France,False
328,2024-04-29,Japan,False
329,2024-04-15,Brazil,True
330,2024-01-29,USA,False
331,2023-04-29,Singapore,True
332,2024-01-23,United Kingdom,False
333,2024-01-05,USA,True
334,2022-09-08,Mexico,False
335,2022-07-07,Japan,False
336,2022-02-13,USA,True
337,2022-09-15,Australia,True
338,2023-03-01,France,False
339,2023-04-23,Canada,True
340,2022-01-06,USA,False
341,2022-09-24,United Kingdom,False
342,2022-08-14,Japan,True
343,2022-01-31,Canada,False
344,2023-10-26,USA,True
345,2022-09-17,Australia,False
346,2022-05-11,Germany,False
347,2022-08-12,Germany,True
348,2022-03-30,Japan,False
349,2023-09-10,Germany,False
350,2022-05-05,Mexico,False
351,2024-05-23,Japan,False
352,2024-06-27,USA,True
353,2022-10-31,USA,True
354,2023-10-28,Canada,False
355,2023-08-27,Germany,False
356,2022-07-23,Australia,True
357,2023-03-17,Germany,False
358,2024-04-27,Canada,False
359,2024-05-01,Japan,True
360,2023-10-03,Japan,False
361,2022-11-09,Japan,False
362,2022-07-06,Singapore,True
363,2022-07-17,Australia,False
364,2022-09-24,United Kingdom,False
365,2023-11-07,Japan,False
366,2024-05-16,Brazil,False
367,2023-08-13,France,False
368,2023-03-12,USA,False
369,2022-08-10,Canada,False
370,2022-08-24,Australia,False
371,2024-05-28,Singapore,False
372,2022-02-23,France,False
373,2023-07-02,USA,True
374,2023-09-25,Brazil,False
375,2023-01-07,Brazil,False
376,2024-03-31,USA,False
377,2022-03-04,USA,False
378,2024-02-10,Germany,True
379,2024-01-28,Canada,True
380,2022-06-23,Brazil,True
381,2022-04-12,Japan,True
382,2024-05-18,Germany,False
383,2023-07-14,USA,False
384,2023-12-08,Germany,True
385,2024-09-23,United Kingdom,True
386,2023-03-28,Canada,False
387,2022-01-16,USA,False
388,2022-10-09,Australia,True
389,2022-09-03,USA,False
390,2022-12-26,USA,False
391,2023-04-17,United Kingdom,False
392,2023-12-27,USA,False
393,2022-03-28,Germany,False
394,2022-06-09,Brazil,False
395,2024-04-08,Japan,False
396,2022-08-24,Germany,False
397,2022-12-18,Singapore,False
398,2024-01-12,USA,False
399,2023-05-14,Germany,False
400,2022-06-11,Canada,True
401,2023-11-27,USA,False
402,2022-06-06,United Kingdom,True
403,2023-02-02,Brazil,True
404,2022-10-30,USA,True
405,2023-02-09,USA,True
406,2022-06-04,USA,False
407,2024-10-08,Germany,False
408,2024-07-08,Japan,False
409,2023-10-24,Brazil,False
410,2022-11-06,Germany,False
411,2023-09-13,Australia,False
412,2023-12-22,United Kingdom,True
413,2024-07-14,USA,False
414,2023-08-11,USA,False
415,2022-07-04,France,False
416,2024-08-05,France,False
417,2022-03-26,Germany,False
418,2023-01-21,Canada,False
419,2022-11-05,Mexico,False
420,2023-12-05,Mexico,True
421,2022-12-20,USA,False
422,2024-06-18,United Kingdom,False
423,2024-01-16,Canada,True
424,2024-04-17,Australia,False
425,2022-04-18,Australia,False
426,2022-05-15,Canada,False
427,2024-03-02,USA,False
428,2022-11-04,Canada,False
429,2022-10-17,Brazil,True
430,2024-03-13,USA,False
431,2022-06-23,Canada,False
432,2023-11-04,Singapore,False
433,2022-07-11,France,False
434,2024-01-12,USA,True
435,2023-03-15,Canada,False
436,2023-01-29,USA,True
437,2022-06-08,USA,False
438,2022-03-19,Japan,False
439,2022-09-26,France,True
440,2023-01-06,Singapore,False
441,2022-12-06,Japan,True
442,2024-01-17,Japan,True
443,2024-06-28,France,False
444,2024-07-08,USA,True
445,2024-08-18,Brazil,True
446,2024-06-21,Germany,True
447,2024-02-22,United Kingdom,False
448,2022-11-28,Singapore,False
449,2022-10-11,Brazil,True
450,2024-09-11,Brazil,False
451,2022-07-30,Japan,False
452,2022-09-13,USA,False
453,2023-07-13,Germany,False
454,2024-06-14,USA,False
455,2024-07-12,Brazil,False
456,2024-04-29,USA,False
457,2023-04-28,Canada,True
458,2023-04-05,USA,False
459,2023-11-18,Australia,True
460,2023-08-11,Brazil,False
461,2022-10-12,Australia,False
462,2022-01-11,Brazil,True
463,2023-03-18,Singapore,False
464,2024-05-16,USA,True
465,2023-09-09,USA,True
466,2024-07-25,USA,False
467,2024-10-20,France,True
468,2023-05-11,Japan,True
469,2022-01-04,France,True
470,2024-05-03,USA,False
471,2024-01-09,USA,False
472,2022-02-11,Canada,False
473,2024-03-03,Mexico,True
474,2022-02-03,Canada,True
475,2023-05-09,Australia,False
476,2023-11-12,USA,False
477,2023-11-25,Singapore,True
478,2024-08-09,Mexico,False
479,2023-01-09,Singapore,True
480,2024-07-26,USA,True
481,2023-02-13,Brazil,True
482,2023-09-28,United Kingdom,False
483,2024-08-27,USA,False
484,2023-01-27,USA,False
485,2022-04-08,Brazil,True
486,2022-09-12,Australia,False
487,2024-03-30,Australia,False
488,2024-03-02,Canada,True
489,2024-10-15,Canada,False
490,2023-07-01,Singapore,False
491,2022-06-11,Germany,False
492,2023-01-05,United Kingdom,True
493,2022-06-13,Canada,True
494,2024-07-02,France,False
495,2024-06-28,Canada,True
496,2023-12-24,France,False
497,2022-04-28,USA,False
498,2024-01-15,United Kingdom,False
499,2022-11-24,Mexico,True
500,2024-06-16,USA,True
501,2024-01-21,Canada,False
502,2022-03-08,France,False
503,2024-01-30,Canada,False
504,2022-10-09,United Kingdom,False
505,2023-07-25,USA,True
506,2023-01-17,United Kingdom,False
507,2022-08-30,USA,True
508,2024-07-02,USA,False
509,2024-10-02,USA,True
510,2022-06-01,Germany,False
511,2024-06-30,Mexico,False
512,2023-10-17,Japan,False
513,2023-08-18,Brazil,False
514,2022-12-23,Australia,False
515,2022-09-06,Mexico,False
516,2023-04-30,Australia,True
517,2024-01-26,Germany,False
518,2022-09-23,France,True
519,2023-09-26,Canada,False
520,2024-09-07,United Kingdom,False
521,2022-06-01,USA,True
522,2022-06-01,Germany,False
523,2023-12-07,USA,False
524,2023-01-08,Australia,True
525,2024-10-26,Brazil,True
526,2022-09-12,United Kingdom,True
527,2022-11-28,Canada,False
528,2023-12-10,Mexico,False
529,2023-08-05,Singapore,True
530,2023-07-17,USA,True
531,2022-07-11,United Kingdom,True
532,2022-11-12,USA,False
533,2023-11-23,Singapore,False
534,2022-02-28,USA,False
535,2023-06-27,Japan,False
536,2024-05-03,France,True
537,2023-08-17,France,True
538,2023-05-17,Singapore,False
539,2023-09-02,Germany,False
540,2022-11-20,Germany,False
541,2023-02-22,Canada,True
542,2023-10-16,Australia,False
543,2024-03-27,USA,False
544,2022-08-06,Canada,False
545,2023-07-02,Germany,True
546,2022-04-14,USA,False
547,2024-05-06,USA,False
548,2022-11-24,Singapore,False
549,2023-10-03,USA,True
550,2024-08-14,United Kingdom,True
551,2022-02-17,USA,False
552,2024-07-25,Mexico,True
553,2023-12-24,USA,True
554,2024-08-21,USA,True
555,2022-08-09,Germany,False
556,2024-01-20,Australia,False
557,2024-03-31,USA,False
558,2024-01-13,United Kingdom,True
559,2024-10-29,Germany,False
560,2022-09-01,USA,True
561,2024-02-04,Australia,True
562,2024-01-19,Australia,True
563,2024-04-02,United Kingdom,True
564,2022-10-08,Japan,False
565,2024-07-24,USA,False
566,2022-10-14,Canada,False
567,2022-11-29,Canada,False
568,2023-09-05,France,False
569,2024-09-30,Japan,True
570,2022-02-04,Canada,False
571,2024-05-03,France,False
572,2022-02-24,France,True
573,2023-04-12,Japan,False
574,2022-12-16,United Kingdom,False
575,2024-02-18,USA,False
576,2022-03-06,United Kingdom,False
577,2023-01-26,USA,True
578,2022-11-07,Germany,True
579,2024-10-24,Australia,False
580,2022-05-08,Japan,False
581,2023-10-28,Mexico,False
582,2024-02-11,Canada,True
583,2023-12-03,United Kingdom,False
584,2023-06-26,France,True
585,2023-05-20,USA,True
586,2023-09-02,Australia,False
587,2024-09-28,Canada,True
588,2023-07-15,USA,False
589,2024-02-17,Brazil,False
590,2023-12-08,Mexico,False
591,2023-08-18,USA,False
592,2022-06-11,Canada,False
593,2023-06-10,Australia,True
594,2023-07-10,Brazil,False
595,2022-10-09,USA,False
596,2023-05-06,USA,False
597,2023-04-08,France,True
598,2024-04-26,Canada,False
599,2022-10-09,USA,False
600,2022-11-20,Germany,False
601,2024-09-01,Germany,True
602,2023-08-12,Canada,False
603,2022-07-03,Japan,True
604,2022-03-18,Brazil,True
605,2022-12-27,Brazil,True
606,2024-03-24,Australia,True
607,2023-08-16,Brazil,True
608,2022-08-08,Brazil,True
609,2024-07-19,Mexico,False
610,2024-10-08,Brazil,True
611,2024-10-29,Germany,True
612,2022-08-19,Canada,False
613,2023-06-11,Japan,True
614,2023-11-22,Australia,False
615,2023-01-31,USA,False
616,2024-04-10,Singapore,False
617,2022-06-27,Germany,True
618,2022-10-15,Germany,False
619,2022-01-14,USA,True
620,2023-07-01,Mexico,True
621,2022-01-24,USA,False
622,2023-04-29,USA,True
623,2023-09-21,USA,False
624,2023-09-29,Japan,False
625,2023-08-28,Canada,True
626,2022-10-01,Germany,False
627,2024-02-05,Germany,False
628,2024-08-22,Australia,False
629,2023-03-24,Australia,False
630,2022-06-17,United Kingdom,False
631,2024-01-11,USA,False
632,2022-05-07,Singapore,False
633,2023-02-19,United Kingdom,True
634,2023-11-03,Singapore,False
635,2023-02-25,Japan,False
636,2024-07-01,Singapore,False
637,2024-04-30,Germany,True
638,2024-08-04,Japan,True
639,2022-02-14,Canada,False
640,2023-03-23,United Kingdom,True
641,2023-12-07,Japan,False
642,2022-05-04,Brazil,True
643,2024-08-24,USA,False
644,2022-10-05,Australia,False
645,2024-05-10,Canada,False
646,2024-07-07,Brazil,False
647,2024-02-09,USA,False
648,2022-09-30,Japan,True
649,2023-01-01,Mexico,False
650,2022-09-18,Japan,True
651,2022-01-08,Australia,False
652,2024-08-06,Japan,False
653,2024-02-16,Singapore,True
654,2023-12-10,USA,True
655,2022-08-20,USA,False
656,2022-02-02,USA,True
657,2022-03-10,Germany,False
658,2022-04-10,USA,True
659,2024-06-17,USA,True
660,2022-04-26,USA,False
661,2023-04-25,Singapore,False
662,2023-10-16,United Kingdom,False
663,2023-10-19,USA,False
664,2023-03-29,Germany,True
665,2022-12-25,France,False
666,2024-10-12,USA,True
667,2024-02-20,Australia,True
668,2024-05-02,Germany,True
669,2023-01-12,Australia,False
670,2023-04-07,Canada,False
671,2024-08-06,Brazil,False
672,2024-05-03,United Kingdom,True
673,2023-05-13,USA,True
674,2022-06-11,Brazil,False
675,2022-07-09,United Kingdom,False
676,2022-04-16,USA,False
677,2022-03-22,Brazil,True
678,2023-03-21,Germany,False
679,2023-11-13,Canada,False
680,2023-03-10,Brazil,False
681,2022-08-29,Australia,False
682,2023-05-12,Japan,False
683,2024-03-23,Brazil,False
684,2023-08-03,Canada,False
685,2024-01-06,Canada,False
686,2024-10-15,Germany,False
687,2024-08-19,Australia,True
688,2023-02-21,Canada,False
689,2023-03-30,Australia,True
690,2024-05-05,USA,True
691,2023-04-17,Canada,False
692,2024-10-19,United Kingdom,False
693,2023-11-23,USA,False
694,2024-10-01,Germany,False
695,2023-12-23,USA,False
696,2024-09-27,USA,False
697,2022-05-01,United Kingdom,False
698,2022-06-02,Mexico,False
699,2022-01-14,Germany,False
700,2023-04-19,USA,True
701,2023-03-24,United Kingdom,False
702,2024-09-16,Japan,True
703,2024-04-22,USA,False
704,2023-07-17,United Kingdom,True
705,2024-10-25,Singapore,False
706,2023-01-03,USA,True
707,2022-11-01,USA,False
708,2023-06-01,Singapore,True
709,2024-03-23,USA,False
710,2024-07-29,United Kingdom,False
711,2023-04-08,USA,False
712,2022-06-15,Japan,False
713,2022-03-06,USA,False
714,2024-09-01,USA,True
715,2022-12-17,USA,False
716,2023-11-10,United Kingdom,False
717,2022-07-15,Brazil,False
718,2023-04-16,USA,False
719,2024-08-31,USA,False
720,2023-07-29,Brazil,False
721,2022-03-09,USA,False
722,2022-02-02,Mexico,False
723,2024-03-26,Brazil,True
724,2023-05-08,United Kingdom,False
725,2023-11-11,Canada,False
726,2022-06-10,United Kingdom,False
727,2022-04-20,USA,True
728,2022-06-05,Canada,False
729,2024-03-23,Mexico,True
730,2023-07-14,Australia,False
731,2023-04-13,Canada,False
732,2024-06-03,USA,False
733,2024-02-18,USA,False
734,2023-05-20,Japan,True
735,2022-11-12,Canada,False
736,2022-11-12,Australia,True
737,2022-08-07,USA,False
738,2024-06-29,Canada,True
739,2022-09-29,USA,False
740,2024-04-15,USA,True
741,2022-07-10,France,False
742,2024-02-28,USA,False
743,2022-06-23,Japan,False
744,2023-05-13,United Kingdom,True
745,2024-02-19,USA,True
746,2023-07-04,United Kingdom,True
747,2024-06-09,USA,True
748,2022-06-07,Canada,False
749,2024-10-12,France,True
750,2022-08-08,USA,True
751,2024-03-21,Canada,False
752,2023-11-06,Germany,False
753,2022-10-06,Canada,False
754,2023-02-16,Germany,True
755,2024-03-26,Mexico,True
756,2024-10-02,Mexico,False
757,2023-10-30,Canada,False
758,2024-03-15,Canada,False
759,2023-02-14,France,False
760,2022-02-25,Mexico,False
761,2023-03-06,Germany,True
762,2022-05-22,Singapore,False
763,2024-04-17,Japan,True
764,2023-09-13,USA,False
765,2024-05-16,Australia,True
766,2024-09-08,France,False
767,2024-05-06,United Kingdom,False
768,2024-01-07,Japan,False
769,2022-06-24,USA,True
770,2023-12-29,USA,False
771,2024-03-29,Mexico,True
772,2024-05-31,USA,True
773,2023-03-31,United Kingdom,False
774,2023-03-29,Germany,False
775,2024-10-21,USA,False
776,2024-09-15,USA,False
777,2022-06-25,USA,False
778,2022-10-18,Canada,True
779,2023-02-28,United Kingdom,True
780,2022-07-19,Germany,False
781,2023-10-16,USA,True
782,2022-08-24,USA,True
783,2022-08-12,Japan,True
784,2023-05-15,United Kingdom,False
785,2023-11-09,United Kingdom,False
786,2023-04-20,Australia,False
787,2023-01-17,France,False
788,2022-03-01,Australia,False
789,2024-07-09,France,False
790,2023-03-16,USA,False
791,2022-05-09,United Kingdom,False
792,2023-01-18,Canada,True
793,2022-08-22,USA,False
794,2023-10-04,France,False
795,2022-08-22,Canada,False
796,2022-12-20,Singapore,False
797,2023-09-02,Brazil,False
798,2022-10-02,Canada,True
799,2022-08-28,USA,False
800,2024-03-06,Germany,True
801,2024-02-25,Germany,False
802,2022-12-21,United Kingdom,False
803,2022-10-15,USA,False
804,2022-04-20,Brazil,False
805,2024-09-19,USA,False
806,2024-10-10,Germany,False
807,2024-06-28,Germany,True
808,2022-03-05,Australia,True
809,2022-03-08,USA,False
810,2022-12-11,Australia,False
811,2024-10-11,United Kingdom,True
812,2022-08-22,USA,False
813,2024-01-22,United Kingdom,False
814,2024-06-22,United Kingdom,False
815,2022-07-29,Australia,False
816,2023-05-22,USA,False
817,2024-07-10,USA,False
818,2022-06-28,Germany,False
819,2023-05-01,USA,False
820,2023-12-20,Brazil,False
821,2024-05-26,USA,True
822,2023-02-28,Singapore,False
823,2023-12-20,United Kingdom,False
824,2022-12-11,Canada,False
825,2023-08-16,United Kingdom,False
826,2022-07-15,USA,False
827,2024-04-22,Brazil,False
828,2022-09-17,Japan,True
829,2022-10-27,Japan,False
830,2024-03-15,Germany,False
831,2023-07-05,France,False
832,2022-06-04,France,False
833,2022-07-10,Germany,False
834,2024-01-26,Germany,False
835,2022-01-06,Brazil,False
836,2022-07-10,Australia,False
837,2024-01-04,Singapore,False
838,2024-03-25,USA,False
839,2023-03-10,United Kingdom,True
840,2023-08-04,Canada,False
841,2024-09-20,Australia,False
842,2022-04-10,USA,False
843,2024-07-30,USA,False
844,2022-11-20,Germany,True
845,2024-05-26,USA,False
846,2022-09-28,Brazil,True
847,2023-07-16,USA,False
848,2022-06-18,Canada,False
849,2022-12-05,USA,False
850,2023-04-25,Germany,True
