order_id,customer_id,product_id,order_date,quantity,unit_price,order_status,country
274,795,8,2022-12-20,2,199.99,Completed,Canada
275,510,7,2022-12-25,1,999.99,Completed,Germany
276,99,10,2022-12-17,1,249.99,Completed,USA
277,99,1,2022-12-17,1,89.99,Completed,USA
278,33,4,2022-12-19,1,329.99,Completed,Japan
279,33,1,2022-12-19,1,89.99,Completed,Japan
280,655,8,2022-12-02,2,199.99,Completed,USA
281,726,6,2022-12-02,1,29.99,Completed,United Kingdom
282,726,1,2022-12-02,1,89.99,Completed,United Kingdom
283,100,4,2022-12-04,1,329.99,Completed,United Kingdom
284,100,3,2022-12-04,1,59.99,Completed,United Kingdom
285,100,6,2022-12-04,1,29.99,Completed,United Kingdom
286,438,9,2022-12-29,2,49.99,Completed,Japan
287,674,7,2022-12-06,1,999.99,Completed,Brazil
288,564,8,2022-12-11,2,199.99,Completed,Japan
289,564,4,2022-12-11,1,329.99,Completed,Japan
290,564,12,2022-12-30,2,14.99,Completed,Japan
291,564,1,2022-12-30,1,89.99,Completed,Japan
292,531,4,2022-12-05,1,329.99,Completed,United Kingdom
293,531,12,2022-12-05,1,14.99,Completed,United Kingdom
294,97,2,2022-12-02,1,149.99,Completed,France
295,239,6,2022-12-09,1,29.99,Completed,Mexico
296,239,8,2022-12-09,2,199.99,Completed,Mexico
297,846,9,2022-12-29,1,49.99,Completed,Brazil
298,846,4,2022-12-29,2,329.99,Completed,Brazil
299,846,4,2022-12-29,2,329.99,Completed,Brazil
300,233,12,2022-12-24,2,14.99,Completed,USA
301,233,6,2022-12-24,1,29.99,Completed,USA
302,233,2,2022-12-24,1,149.99,Completed,USA
303,750,4,2022-12-13,1,329.99,Completed,USA
304,750,2,2022-12-13,1,149.99,Completed,USA
305,750,7,2022-12-13,1,999.99,Completed,USA
306,493,4,2022-12-18,1,329.99,Completed,Canada
307,249,4,2022-12-03,1,329.99,Completed,Japan
308,353,2,2022-12-20,1,149.99,Completed,USA
309,353,5,2022-12-20,1,79.99,Completed,USA
310,249,2,2022-12-31,1,149.99,Returned,Japan
311,461,2,2022-12-16,1,149.99,Completed,Australia
312,769,8,2022-12-09,1,199.99,Completed,USA
313,769,4,2022-12-09,1,329.99,Completed,USA
314,769,7,2022-12-09,1,999.99,Returned,USA
315,677,8,2022-12-09,1,199.99,Completed,Brazil
316,677,3,2022-12-09,2,59.99,Completed,Brazil
317,677,11,2022-12-09,2,34.99,Completed,Brazil
318,191,5,2022-12-07,1,79.99,Completed,USA
319,342,2,2022-12-16,1,149.99,Completed,Japan
320,832,11,2022-12-02,1,34.99,Completed,France
321,350,2,2022-12-29,2,149.99,Completed,Mexico
322,233,2,2022-12-14,1,149.99,Completed,USA
323,212,6,2022-12-21,1,29.99,Completed,France
324,162,6,2022-12-11,1,29.99,Completed,Mexico
325,31,12,2022-12-25,2,14.99,Completed,Canada
326,842,8,2022-12-29,1,199.99,Completed,USA
327,110,8,2022-12-05,1,199.99,Completed,Canada
328,237,1,2022-12-22,2,89.99,Completed,Brazil
329,504,2,2022-12-16,1,149.99,Completed,United Kingdom
330,277,8,2022-12-31,1,199.99,Completed,USA
331,182,10,2022-12-30,2,249.99,Completed,Australia
332,182,10,2022-12-30,1,249.99,Completed,Australia
333,795,9,2022-12-02,1,49.99,Completed,Canada
334,657,6,2023-01-29,2,29.99,Completed,Germany
335,657,11,2023-01-29,1,34.99,Completed,Germany
336,406,4,2023-01-24,1,329.99,Completed,USA
337,451,5,2023-01-13,2,79.99,Completed,Japan
338,451,11,2023-01-13,1,34.99,Completed,Japan
339,185,11,2023-01-25,1,34.99,Completed,Singapore
340,462,7,2023-01-01,1,999.99,Completed,Brazil
341,665,8,2023-01-30,1,199.99,Completed,France
342,665,8,2023-01-30,1,199.99,Completed,France
343,394,7,2023-01-24,1,999.99,Completed,Brazil
344,394,4,2023-01-24,1,329.99,Completed,Brazil
345,394,6,2023-01-24,1,29.99,Completed,Brazil
346,788,4,2023-01-23,2,329.99,Completed,Australia
347,186,1,2023-01-04,1,89.99,Returned,Germany
348,186,5,2023-01-04,2,79.99,Completed,Germany
349,603,4,2023-01-22,1,329.99,Returned,Japan
350,285,9,2023-01-20,1,49.99,Completed,Germany
351,152,2,2023-01-02,1,149.99,Completed,Japan
352,152,7,2023-01-02,1,999.99,Completed,Japan
353,626,6,2023-01-22,1,29.99,Completed,Germany
354,626,8,2023-01-22,1,199.99,Completed,Germany
355,626,1,2023-01-22,1,89.99,Completed,Germany
356,389,4,2023-01-27,1,329.99,Completed,USA
357,712,6,2023-01-28,1,29.99,Completed,Japan
358,60,6,2023-01-04,1,29.99,Completed,USA
359,60,12,2023-01-04,1,14.99,Completed,USA
360,60,3,2023-01-04,1,59.99,Completed,USA
361,648,2,2023-01-16,1,149.99,Completed,Japan
362,213,4,2023-01-26,1,329.99,Completed,Brazil
363,574,1,2023-01-26,1,89.99,Completed,United Kingdom
364,810,5,2023-01-03,1,79.99,Completed,Australia
365,342,6,2023-01-11,1,29.99,Completed,Japan
366,347,9,2023-01-30,1,49.99,Completed,Germany
367,347,11,2023-01-30,1,34.99,Completed,Germany
368,58,6,2023-01-27,1,29.99,Completed,Japan
369,592,11,2023-01-22,1,34.99,Completed,Canada
370,348,10,2023-01-13,2,249.99,Completed,Japan
371,120,8,2023-01-28,1,199.99,Completed,Canada
372,120,3,2023-01-28,1,59.99,Completed,Canada
373,381,4,2023-01-15,1,329.99,Returned,Japan
374,381,2,2023-01-15,1,149.99,Returned,Japan
375,795,10,2023-01-11,1,249.99,Completed,Canada
376,397,1,2023-01-23,1,89.99,Completed,Singapore
377,397,7,2023-01-23,1,999.99,Completed,Singapore
378,534,1,2023-01-25,1,89.99,Completed,USA
379,534,2,2023-01-25,1,149.99,Completed,USA
380,546,1,2023-01-11,1,89.99,Completed,USA
381,546,1,2023-01-11,1,89.99,Completed,USA
382,546,4,2023-01-11,1,329.99,Completed,USA
383,722,3,2023-01-26,1,59.99,Completed,Mexico
384,347,2,2023-01-18,2,149.99,Completed,Germany
385,393,4,2023-02-02,2,329.99,Completed,Germany
386,320,8,2023-02-11,1,199.99,Completed,France
387,320,8,2023-02-11,2,199.99,Completed,France
388,320,1,2023-02-11,2,89.99,Completed,France
389,660,3,2023-02-23,1,59.99,Completed,USA
390,660,11,2023-02-23,1,34.99,Completed,USA
391,402,4,2023-02-06,1,329.99,Returned,United Kingdom
392,402,5,2023-02-06,1,79.99,Completed,United Kingdom
393,402,3,2023-02-06,1,59.99,Completed,United Kingdom
394,110,9,2023-02-11,2,49.99,Completed,Canada
395,110,7,2023-02-11,1,999.99,Completed,Canada
396,804,4,2023-02-14,1,329.99,Completed,Brazil
397,499,4,2023-02-04,1,329.99,Completed,Mexico
398,499,12,2023-02-04,1,14.99,Completed,Mexico
399,389,7,2023-02-11,1,999.99,Completed,USA
400,143,9,2023-02-19,1,49.99,Completed,Germany
401,143,5,2023-02-19,1,79.99,Completed,Germany
402,143,6,2023-02-19,1,29.99,Completed,Germany
403,736,1,2023-02-12,2,89.99,Completed,Australia
404,736,7,2023-02-12,1,999.99,Completed,Australia
405,736,1,2023-02-12,1,89.99,Completed,Australia
406,605,4,2023-02-13,2,329.99,Completed,Brazil
407,605,4,2023-02-13,1,329.99,Completed,Brazil
408,605,8,2023-02-13,1,199.99,Completed,Brazil
409,739,1,2023-02-16,2,89.99,Completed,USA
410,739,11,2023-02-16,2,34.99,Completed,USA
411,522,5,2023-02-14,1,79.99,Completed,Germany
412,592,8,2023-02-16,1,199.99,Completed,Canada
413,592,6,2023-02-16,1,29.99,Completed,Canada
414,39,4,2023-02-19,2,329.99,Completed,France
415,748,10,2023-02-24,1,249.99,Completed,Canada
416,91,8,2023-02-08,1,199.99,Completed,Brazil
417,818,1,2023-02-19,1,89.99,Completed,Germany
418,340,12,2023-02-14,1,14.99,Completed,USA
419,37,7,2023-02-23,1,999.99,Completed,Brazil
420,37,1,2023-02-23,1,89.99,Completed,Brazil
421,37,4,2023-02-23,1,329.99,Completed,Brazil
422,282,8,2023-02-28,1,199.99,Completed,USA
423,155,9,2023-02-22,1,49.99,Completed,Singapore
424,497,4,2023-02-06,1,329.99,Completed,USA
425,497,7,2023-02-06,1,999.99,Completed,USA
426,393,7,2023-02-08,1,999.99,Completed,Germany
427,393,10,2023-02-08,1,249.99,Completed,Germany
428,393,8,2023-02-08,1,199.99,Completed,Germany
429,546,8,2023-03-08,2,199.99,Completed,USA
430,544,3,2023-03-28,2,59.99,Completed,Canada
431,324,1,2023-03-31,1,89.99,Completed,Mexico
432,324,11,2023-03-31,1,34.99,Completed,Mexico
433,101,5,2023-03-09,1,79.99,Completed,Germany
434,101,2,2023-03-09,1,149.99,Completed,Germany
435,11,1,2023-03-22,2,89.99,Completed,Japan
436,107,4,2023-03-22,1,329.99,Completed,Brazil
437,59,11,2023-03-31,1,34.99,Completed,USA
438,726,10,2023-03-31,1,249.99,Completed,United Kingdom
439,783,7,2023-03-29,1,999.99,Completed,Japan
440,783,7,2023-03-29,1,999.99,Completed,Japan
441,76,8,2023-03-09,1,199.99,Completed,USA
442,76,1,2023-03-09,1,89.99,Completed,USA
443,504,8,2023-03-04,1,199.99,Completed,United Kingdom
444,75,9,2023-03-03,1,49.99,Completed,Mexico
445,75,7,2023-03-03,1,999.99,Completed,Mexico
446,717,1,2023-03-11,2,89.99,Completed,Brazil
447,717,4,2023-03-11,1,329.99,Completed,Brazil
448,717,1,2023-03-11,2,89.99,Completed,Brazil
449,342,1,2023-03-22,1,89.99,Completed,Japan
450,83,8,2023-03-27,1,199.99,Completed,USA
451,394,8,2023-03-22,1,199.99,Completed,Brazil
452,499,4,2023-03-03,1,329.99,Completed,Mexico
453,499,7,2023-03-03,2,999.99,Completed,Mexico
454,832,1,2023-03-15,1,89.99,Completed,France
455,832,8,2023-03-15,2,199.99,Completed,France
456,759,1,2023-03-19,1,89.99,Completed,France
457,47,1,2023-03-08,1,89.99,Completed,Japan
458,47,9,2023-03-08,1,49.99,Completed,Japan
459,510,1,2023-03-20,1,89.99,Completed,Germany
460,510,9,2023-03-20,2,49.99,Completed,Germany
461,141,8,2023-03-11,1,199.99,Completed,Australia
462,141,4,2023-03-11,2,329.99,Completed,Australia
463,42,10,2023-03-05,2,249.99,Completed,USA
464,499,2,2023-03-03,1,149.99,Completed,Mexico
465,291,8,2023-03-14,1,199.99,Completed,USA
466,291,3,2023-03-14,2,59.99,Completed,USA
467,626,2,2023-03-23,2,149.99,Completed,Germany
468,91,4,2023-03-21,1,329.99,Completed,Brazil
469,91,2,2023-03-21,1,149.99,Completed,Brazil
470,780,5,2023-03-18,1,79.99,Completed,Germany
471,486,7,2023-03-16,1,999.99,Returned,Australia
472,215,7,2023-03-14,2,999.99,Returned,USA
473,759,2,2023-03-02,1,149.99,Completed,France
474,759,1,2023-03-02,1,89.99,Completed,France
475,334,7,2023-03-14,1,999.99,Completed,Mexico
476,334,8,2023-03-08,1,199.99,Completed,Mexico
477,76,7,2023-03-16,1,999.99,Completed,USA
478,76,4,2023-03-16,2,329.99,Completed,USA
479,277,1,2023-03-07,1,89.99,Completed,USA
480,429,11,2023-03-06,1,34.99,Completed,Brazil
481,429,7,2023-03-06,1,999.99,Completed,Brazil
482,89,10,2023-03-14,1,249.99,Completed,Japan
483,89,10,2023-03-14,1,249.99,Returned,Japan
484,439,4,2023-03-24,1,329.99,Completed,France
485,439,2,2023-03-24,1,149.99,Completed,France
486,788,6,2023-03-17,2,29.99,Completed,Australia
487,842,3,2023-03-04,1,59.99,Completed,USA
488,417,4,2023-03-31,1,329.99,Completed,Germany
489,492,8,2023-03-22,1,199.99,Completed,United Kingdom
490,721,10,2023-03-13,2,249.99,Completed,USA
491,341,4,2023-04-17,1,329.99,Completed,United Kingdom
492,213,11,2023-04-26,1,34.99,Completed,Brazil
493,213,11,2023-04-26,1,34.99,Completed,Brazil
494,213,1,2023-04-26,1,89.99,Completed,Brazil
495,42,7,2023-04-12,1,999.99,Completed,USA
496,793,4,2023-04-07,1,329.99,Completed,USA
497,595,8,2023-04-28,1,199.99,Completed,USA
498,595,11,2023-04-28,2,34.99,Completed,USA
499,65,5,2023-04-12,1,79.99,Completed,Mexico
500,846,8,2023-04-18,1,199.99,Completed,Brazil
501,846,8,2023-04-18,1,199.99,Completed,Brazil
502,152,8,2023-04-16,1,199.99,Completed,Japan
503,486,8,2023-04-12,1,199.99,Completed,Australia
504,65,10,2023-04-01,1,249.99,Completed,Mexico
505,65,4,2023-04-01,1,329.99,Completed,Mexico
506,469,4,2023-04-10,1,329.99,Completed,France
507,469,10,2023-04-10,1,249.99,Completed,France
508,171,6,2023-04-20,1,29.99,Completed,Australia
509,171,10,2023-04-20,1,249.99,Completed,Australia
510,171,1,2023-04-20,1,89.99,Completed,Australia
511,452,2,2023-04-09,1,149.99,Completed,USA
512,353,6,2023-04-05,1,29.99,Completed,USA
513,415,2,2023-04-30,2,149.99,Completed,France
514,5,5,2023-04-24,1,79.99,Completed,United Kingdom
